timestamp	inserts_total	inserts_failed_total	buffer_overflows_total	any_container_restarted	non_watchdog_alerts_firing	db_size_mb
2026-08-13T08:05:21Z	NaN	NaN	NaN	no	0	12
2026-08-13T08:20:15Z	NaN	NaN	NaN	yes	3	NaN
2026-08-13T08:35:15Z	NaN	NaN	NaN	yes	3	12
2026-08-13T08:50:15Z	0	0	0	no	0	12
