factory_twin_asset_id,zone,room,equipment_name,equipment_type,equipment_id,physical_asset_id,serial_number,manufacturer,model,device_id,plc_scada_mes_identifier,source_system,source_record,verification_method,verified_at,verifier_or_process,mapping_status,spatial_status,identity_confidence
EQP-F1-0246,FZ-F1-0002,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0247,FZ-F1-0002,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0248,FZ-F1-0002,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0249,FZ-F1-0002,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0250,FZ-F1-0002,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0251,FZ-F1-0002,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0252,FZ-F1-0002,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0253,FZ-F1-0002,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0254,FZ-F1-0002,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0255,FZ-F1-0002,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0256,FZ-F1-0002,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0257,FZ-F1-0002,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0258,FZ-F1-0002,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0259,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0260,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0261,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0262,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0263,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0264,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0265,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0266,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0267,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0268,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0269,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0270,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0271,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0272,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0273,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0274,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0275,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0276,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0277,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0278,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0279,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0280,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0281,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0282,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0283,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0284,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0285,FZ-F1-0005,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0286,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0287,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0288,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0289,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0290,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0291,,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0292,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0293,,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0294,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0295,,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0296,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0297,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0298,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0299,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0300,FZ-F1-0016,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0301,FZ-F1-0009,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0302,FZ-F1-0009,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0303,FZ-F1-0009,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0304,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0305,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0306,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0306-C01,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0306-C02,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0306-C03,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0306-C04,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0306-C05,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0306-C06,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0306-C07,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0306-C08,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0306-C09,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0306-C10,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0306-C11,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0306-C12,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0307,FZ-F1-0009,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0308,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0309,FZ-F1-0006,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0310,FZ-F1-0006,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0311,FZ-F1-0016,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0312,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0313,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0314,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0315,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0316,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0317,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0318,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0319,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0320,FZ-F1-0007,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0321,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0322,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0323,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,UNRESOLVED,
EQP-F1-0324,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0325,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0326,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0327,FZ-F1-0002,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0328,FZ-F1-0002,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0329,FZ-F1-0036,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0330,FZ-F1-0016,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0331,FZ-F1-0016,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0332,FZ-F1-0028,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0333,FZ-F1-0028,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0334,FZ-F1-0028,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0335,FZ-F1-0028,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0336,FZ-F1-0028,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0337,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0338,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0339,FZ-F1-0005,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0340,FZ-F1-0005,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0341,FZ-F1-0005,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0342,FZ-F1-0005,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0343,FZ-F1-0002,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0344,FZ-F1-0035,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0345,FZ-F1-0010,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0346,FZ-F1-0010,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0347,FZ-F1-0010,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0348,FZ-F1-0010,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0349,FZ-F1-0010,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0350,FZ-F1-0004,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0351,FZ-F1-0004,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0352,FZ-F1-0004,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0353,FZ-F1-0007,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0354,FZ-F1-0007,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0355,FZ-F1-0007,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0356,FZ-F1-0007,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0357,FZ-F1-0007,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0358,FZ-F1-0007,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0359,FZ-F1-0007,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0360,FZ-F1-0003,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0362,FZ-F1-0003,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0363,FZ-F1-0003,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0364,FZ-F1-0003,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0365,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0366,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0367,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0368,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0369,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0370,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0371,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0372,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0373,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0374,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0375,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0376,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0377,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0378,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0379,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0380,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0381,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0382,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0383,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0384,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0385,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0386,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0387,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0388,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0389,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0390,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0391,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0392,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0393,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0394,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0395,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0396,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0397,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0398,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0399,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0400,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0401,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0402,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0403,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0404,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0405,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0406,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0407,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0408,FZ-F1-0001,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0409,FZ-F1-0037,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0410,FZ-F1-0037,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0411,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
EQP-F1-0412,FZ-F1-0034,,,,,,,,,,,,,,,,UNMAPPED,MEASURED_CAD,
